No,순번,본부명,소방서,주소,전화번호,주소(정),경도,위도,상태
166,166,전남소방본부,화순소방서,전남 화순군 화순읍 학포로 2750,061-379-0900,전라남도 화순군 화순읍 학포로 2750,126.971166241179,35.0505403238271,정좌표
167,167,전남소방본부,강진소방서,전남 강진군 군동면 중앙로 223,061-430-0900,전라남도 강진군 군동면 중앙로 223,126.780882698239,34.6433009110125,정좌표
168,168,전남소방본부,해남소방서,전남 해남군 해남읍 교육청길 82,061-530-0900,전라남도 해남군 해남읍 교육청길 82,126.607588147475,34.5662544103814,정좌표
169,169,전남소방본부,영암소방서,전남 영암군 삼호읍 나불로 192,061-460-0900,전라남도 영암군 삼호읍 나불로 192,126.439287452192,34.7667216153318,정좌표
170,170,전남소방본부,무안소방서,전남 무안군 무안읍 공항골 133-9,061-450-0900,전라남도 무안군 무안읍 공항골 133-9,126.494373597761,35.0096135480475,정좌표
171,171,전남소방본부,함평소방서,전남 함평군 대동면 학동로386,061-338-0900,전라남도 함평군 대동면 학동로386,126.538978585139,35.0605429130945,정좌표
172,172,전남소방본부,영광소방서,전남 영광군 영광읍 함영로 3508,061-350-0900,전라남도 영광군 영광읍 함영로 3508,126.509109225357,35.263207507416,정좌표
173,173,경북소방본부,포항북부소방서,경북 포항시 북구 중앙로 332,054-260-2130,경상북도 포항시 북구 중앙로 332,129.366124363929,36.0425174655588,정좌표
174,174,경북소방본부,포항남부소방서,경북 포항시 남구 동해안로 5890,054-284-4117,경상북도 포항시 남구 동해안로 5890,129.418920181348,35.9933826391617,정좌표
175,175,경북소방본부,경주소방서,경북 경주시 알천남로 276,054-778-0512,경상북도 경주시 알천남로 276,129.228398464287,35.8440857291398,정좌표
176,176,경북소방본부,김천소방서,경북 김천시 황산로 67,054-436-1119,경상북도 김천시 황산로 67,128.138197280178,36.1169819814304,정좌표
177,177,경북소방본부,안동소방서 ,경북 안동시 육사로 301,054-855-8119,경상북도 안동시 육사로 301,128.737282196521,36.56104150868,정좌표
178,178,경북소방본부,구미소방서,경북 구미시 수출대로 112,054-461-1119,경상북도 구미시 수출대로 112,128.376521845683,36.1105438364721,정좌표
179,179,경북소방본부,영주소방서,경북 영주시 문수면 적서로 448번길 17,054-632-1190,경상북도 영주시 문수면 적서로 448번길 17,128.633123598857,36.7919783180698,정좌표
180,180,경북소방본부,영천소방서,경북 영천시 호국로 187,054-336-8000,경상북도 영천시 호국로 187,128.957886365402,35.9779216232633,정좌표
181,181,경북소방본부,상주소방서,경북 상주시 상산로 322,054-530-3714,경상북도 상주시 상산로 322,128.159953853881,36.4196337328875,정좌표
182,182,경북소방본부,문경소방서,경북 문경시 중앙로 305,054-559-1813,경상북도 문경시 중앙로 305,128.209546203462,36.6100890027799,정좌표
183,183,경북소방본부,경산소방서,경북 경산시 김유신로 12,053-811-1119,경상북도 경산시 김유신로 12,128.769710406876,35.8384630839573,정좌표
184,184,경북소방본부,의성소방서,경북 의성군 봉양면 경북대로 4741,054-830-7712,경상북도 의성군 봉양면 경북대로 4741,128.59897357347,36.3100817114961,정좌표
185,185,경북소방본부,영덕소방서,경북 영덕군 영덕읍 경동로 8401,054-730-1512,경상북도 영덕군 영덕읍 경동로 8401,129.371004817794,36.4167049017411,정좌표
186,186,경북소방본부,청도소방서,경북 청도군 청도읍 중앙로 192-34,054-370-8212,경상북도 청도군 청도읍 중앙로 192-34,128.763173032098,35.6482120738573,정좌표
187,187,경북소방본부,고령소방서,경북 고령군 고령읍 벽화길 18,054-954-4119,경상북도 고령군 고령읍 벽화길 18,128.268485045439,35.7239223263209,정좌표
188,188,경북소방본부,성주소방서,경북 성주군 성주읍 주산로 193,054-933-5119,경상북도 성주군 성주읍 주산로 193,128.304632872302,35.9340274400385,정좌표
189,189,경북소방본부,칠곡소방서,경북 칠곡군 기산면 칠곡대로 1216,054-976-7001,경상북도 칠곡군 기산면 칠곡대로 1216,128.388069526556,35.99564044792,정좌표
190,190,경북소방본부,울진소방서 ,경북 울진군 울진읍 울진북로 508,054-780-1312,경상북도 울진군 울진읍 울진북로 508,129.394589476559,36.9934567110555,정좌표
191,191,경남소방본부,진주소방서,경남 진주시 동진로 249,055-760-9212,경상남도 진주시 동진로 249,128.118286035062,35.1806003927529,정좌표
192,192,경남소방본부,통영소방서,경남 통영시 광도면 죽림4로 49,055-640-9212,경상남도 통영시 광도면 죽림4로 49,128.419017189386,34.8835306697962,정좌표
193,193,경남소방본부,사천소방서,경남 사천시 남일로 29,055-830-9212,경상남도 사천시 남일로 29,128.079950499372,34.9333693752375,정좌표
194,194,경남소방본부,김해동부소방서,경남 김해시 김해대로 2507,055-320-9212,경상남도 김해시 김해대로 2507,128.900932372547,35.2290809157214,정좌표
195,195,경남소방본부,김해서부소방서,경남 김해시 장유로 341,055-344-9212,경상남도 김해시 장유로 341,128.817384416819,35.1965776456812,정좌표
196,196,경남소방본부,밀양소방서,경남 밀양시 밀양대로 1760,055-350-9212,경상남도 밀양시 밀양대로 1760,128.753399053037,35.4831385351415,정좌표
197,197,경남소방본부,거제소방서,경남 거제시 진목로 1,055-689-9212,경상남도 거제시 진목로 1,128.686318921931,34.8959484998726,정좌표
198,198,경남소방본부,양산소방서,경남 양산시 물금읍 황산로 719,055-379-9212,경상남도 양산시 물금읍 황산로 719,129.010450483193,35.3342287352937,정좌표
199,199,경남소방본부,의령소방서,경남 의령군 의령읍 남산로 7-12,055-570-9212,경상남도 의령군 의령읍 남산로 7-12,128.266995772106,35.318113909117,인근좌표
200,200,경남소방본부,함안소방서,경남 함안군 가야읍 선왕길 59,055-580-9212,경상남도 함안군 가야읍 선왕길 59,128.399986194819,35.2862025276639,정좌표
201,201,경남소방본부,창녕소방서,경남 창녕군 대지면 우포2로 1097,055-259-9212,경상남도 창녕군 대지면 우포2로 1097,128.479127915588,35.550448498934,정좌표
202,202,경남소방본부,고성소방서,경남 고성군 고성읍 남해안대로 2670,055-670-9212,경상남도 고성군 고성읍 남해안대로 2670,128.33084850765,34.9811306595614,정좌표
203,203,경남소방본부,남해소방서,경남 남해군 남해읍 스포츠로 81,055-860-9212,경상남도 남해군 남해읍 스포츠로 81,127.892687568192,34.8295886647999,정좌표
204,204,경남소방본부,하동소방서,경남 하동군 금성면 금성로 15,055-880-9212,경상남도 하동군 금성면 금성로 15,127.795542084099,34.9778830738015,정좌표
205,205,경남소방본부,산청소방서,경남 산청군 산청읍 물안실로 8,055-970-9212,경상남도 산청군 산청읍 물안실로 8,127.900536705031,35.4056557235962,정좌표
206,206,경남소방본부,함양소방서,경남 함양군 함양읍 함양로 1179,055-960-9212,경상남도 함양군 함양읍 함양로 1179,127.728401697605,35.5242431435334,정좌표
207,207,경남소방본부,거창소방서,경남 거창군 거창읍 거함대로 3324,055-940-9212,경상남도 거창군 거창읍 거함대로 3324,127.923312833827,35.6777978598445,정좌표
208,208,경남소방본부,합천소방서,경남 합천군 합천읍 인덕로 2453,055-930-9212,경상남도 합천군 합천읍 인덕로 2453,128.148250271716,35.5729930645806,정좌표
209,209,제주소방본부,제주소방서,제주특별자치도 제주시 중앙로 342(이도이동),064-729-0134,제주특별자치도 제주시 중앙로 342(이도이동),126.536659805193,33.4908891305695,정좌표
210,210,제주소방본부,서귀포소방서,제주특별자치도 서귀포시 동홍로 31(동홍동),064-730-7133,제주특별자치도 서귀포시 동홍로 31(동홍동),126.567165154542,33.2510112861539,정좌표
211,211,제주소방본부,서부소방서,제주특별자치도 제주시 한림읍 한림중앙로 150,064-795-0134,제주특별자치도 제주시 한림읍 한림중앙로 150,126.270278343074,33.4025229868172,정좌표
212,212,제주소방본부,동부소방서,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7,064-780-9133,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7,126.909727607436,33.4600147460067,정좌표
213,213,창원소방본부,창원소방본부(진해소방서),경상남도 창원시 진해구 백구로 72,055-548-9212,경상남도 창원시 진해구 백구로 72,128.658527966844,35.1509707793594,정좌표
214,214,창원소방본부,창원소방서,경상남도 창원시 의창구 상남로 165,055-211-9212,경상남도 창원시 의창구 상남로 165,128.68558693095,35.2274699437222,정좌표
215,215,창원소방본부,마산소방서,경상남도 창원시 마산합포구 제2부두로 55,055-249-9212,경상남도 창원시 마산합포구 제2부두로 55,128.574764416692,35.1981177584711,정좌표
